order_item_id,order_id,product_id,quantity,price
105,55,6,1,845.39
106,56,1,1,321.4
107,56,16,2,2262.82
108,57,13,2,2720.97
109,58,6,1,845.39
110,58,19,1,604.72
111,59,12,1,1832.92
112,59,7,2,2678.84
113,60,18,2,1284.73
114,60,13,1,2720.97
115,60,12,1,1832.92
116,61,22,1,3060.54
117,61,19,2,604.72
118,61,23,2,302.76
119,62,17,1,1281.37
120,62,9,1,2180.23
121,63,12,2,1832.92
122,63,4,1,2076.82
123,64,20,1,2546.09
124,64,1,1,321.4
125,65,17,1,1281.37
126,65,11,1,1140.8
127,66,10,1,2261.25
128,66,9,2,2180.23
129,67,22,2,3060.54
130,67,4,2,2076.82
131,68,20,1,2546.09
132,69,9,1,2180.23
133,69,19,2,604.72
134,69,5,2,1690.66
135,70,15,2,883.51
136,70,19,2,604.72
137,71,4,1,2076.82
138,71,6,1,845.39
139,72,6,2,845.39
140,73,14,1,1648.98
141,73,21,1,831.95
142,73,20,2,2546.09
143,74,15,1,883.51
144,75,22,2,3060.54
145,75,11,1,1140.8
146,75,24,2,3157.13
147,76,4,1,2076.82
148,77,9,2,2180.23
149,77,15,2,883.51
150,77,7,2,2678.84
151,78,9,2,2180.23
152,78,10,2,2261.25
153,78,19,2,604.72
154,79,15,1,883.51
155,79,25,1,1191.68
156,79,3,1,1958.55
157,80,22,1,3060.54
158,80,1,1,321.4
159,80,21,1,831.95
160,81,25,1,1191.68
161,81,12,1,1832.92
162,81,3,2,1958.55
163,82,3,2,1958.55
164,82,24,2,3157.13
165,83,13,2,2720.97
166,83,1,1,321.4
167,83,11,1,1140.8
168,84,5,1,1690.66
169,85,12,1,1832.92
170,85,22,1,3060.54
171,85,17,2,1281.37
172,86,19,2,604.72
173,87,16,1,2262.82
174,87,1,2,321.4
175,88,16,2,2262.82
176,88,23,1,302.76
177,89,3,2,1958.55
178,89,22,2,3060.54
179,89,24,1,3157.13
180,90,5,1,1690.66
181,90,3,1,1958.55
182,90,20,1,2546.09
183,91,6,1,845.39
184,91,2,2,2745.24
185,92,15,2,883.51
186,92,18,1,1284.73
187,92,11,2,1140.8
188,93,6,1,845.39
189,94,1,2,321.4
190,94,19,1,604.72
191,95,1,1,321.4
192,96,6,1,845.39
193,97,20,2,2546.09
194,97,2,1,2745.24
195,98,11,2,1140.8
196,98,2,1,2745.24
197,98,19,1,604.72
198,99,15,1,883.51
199,99,7,1,2678.84
200,99,24,1,3157.13
201,100,15,1,883.51
202,100,11,1,1140.8
203,100,5,1,1690.66
204,101,5,1,1690.66
205,102,4,2,2076.82
206,102,12,1,1832.92
207,103,2,1,2745.24
208,104,19,1,604.72
209,104,25,2,1191.68
210,104,16,2,2262.82
211,105,3,2,1958.55
212,105,21,1,831.95
213,106,15,1,883.51
214,107,25,1,1191.68
215,108,13,2,2720.97
216,108,20,1,2546.09
217,108,23,2,302.76
218,109,21,1,831.95
219,109,22,2,3060.54
220,110,17,1,1281.37
221,110,18,2,1284.73
222,110,8,2,1491.38
223,111,1,2,321.4
224,111,19,2,604.72
225,111,9,1,2180.23
226,112,9,1,2180.23
227,112,12,1,1832.92
228,112,2,2,2745.24
229,113,16,2,2262.82
230,113,3,1,1958.55
231,113,15,1,883.51
232,114,3,2,1958.55
233,115,23,1,302.76
234,116,14,1,1648.98
235,116,9,1,2180.23
236,116,16,2,2262.82
237,117,18,1,1284.73
238,117,25,1,1191.68
239,118,19,1,604.72
240,118,13,2,2720.97
241,119,15,1,883.51
242,120,16,1,2262.82
243,120,1,1,321.4
244,121,21,2,831.95
245,122,2,1,2745.24
246,122,14,2,1648.98
247,123,21,1,831.95
248,124,7,2,2678.84
249,124,8,2,1491.38
250,125,25,1,1191.68
251,125,15,2,883.51
252,126,8,1,1491.38
253,126,12,1,1832.92
254,127,10,1,2261.25
255,128,12,1,1832.92
256,129,25,1,1191.68
257,130,13,1,2720.97
258,131,2,2,2745.24
259,131,3,1,1958.55
260,132,14,1,1648.98
261,133,7,1,2678.84
262,133,4,1,2076.82
263,134,5,1,1690.66
264,134,22,2,3060.54
265,134,24,2,3157.13
266,135,19,2,604.72
267,136,19,2,604.72
268,136,2,2,2745.24
269,136,10,2,2261.25
270,137,18,1,1284.73
271,138,12,1,1832.92
272,138,21,1,831.95
273,139,14,2,1648.98
274,140,4,1,2076.82
275,140,12,2,1832.92
276,141,15,1,883.51
277,142,16,1,2262.82
278,143,13,2,2720.97
279,144,20,1,2546.09
280,145,17,1,1281.37
281,145,25,2,1191.68
282,145,22,2,3060.54
283,146,7,1,2678.84
284,146,11,2,1140.8
285,146,8,1,1491.38
286,147,3,2,1958.55
287,148,14,1,1648.98
288,148,24,2,3157.13
289,149,25,2,1191.68
290,149,12,1,1832.92
291,149,5,2,1690.66
292,150,25,1,1191.68
293,150,14,1,1648.98
294,150,4,1,2076.82
295,151,24,2,3157.13
296,152,7,2,2678.84
297,153,19,2,604.72
298,154,23,2,302.76
299,154,13,1,2720.97
300,155,12,2,1832.92
301,155,11,2,1140.8
302,156,21,1,831.95
303,156,23,1,302.76
304,157,15,1,883.51
305,157,20,1,2546.09
306,157,6,2,845.39
307,158,15,2,883.51
308,158,23,2,302.76
309,158,3,1,1958.55
310,159,15,1,883.51
311,159,20,1,2546.09
312,159,17,1,1281.37
313,160,21,2,831.95
314,160,4,1,2076.82
315,160,16,2,2262.82
316,161,18,1,1284.73
317,162,15,1,883.51
318,162,6,2,845.39
319,163,2,2,2745.24
320,163,1,1,321.4
321,164,14,2,1648.98
322,164,13,2,2720.97
323,165,22,1,3060.54
324,166,21,2,831.95
325,166,4,1,2076.82
326,167,17,1,1281.37
327,168,13,1,2720.97
328,168,6,1,845.39
329,168,23,1,302.76
330,169,7,2,2678.84
331,170,6,1,845.39
332,171,25,2,1191.68
333,172,22,2,3060.54
334,173,15,2,883.51
335,173,9,2,2180.23
336,174,12,2,1832.92
337,174,14,1,1648.98
338,175,21,1,831.95
339,175,19,2,604.72
340,175,1,1,321.4
341,176,16,2,2262.82
342,177,11,2,1140.8
343,178,1,2,321.4
344,178,4,2,2076.82
345,179,23,1,302.76
346,180,18,2,1284.73
347,180,24,2,3157.13
348,180,16,1,2262.82
349,181,2,2,2745.24
350,181,15,1,883.51
351,181,20,1,2546.09
352,182,18,1,1284.73
353,182,5,2,1690.66
354,182,10,2,2261.25
355,183,16,1,2262.82
356,183,18,1,1284.73
357,184,21,1,831.95
358,184,25,1,1191.68
359,185,25,2,1191.68
360,185,6,2,845.39
361,186,7,1,2678.84
362,187,2,2,2745.24
363,187,20,1,2546.09
364,188,14,2,1648.98
365,189,9,1,2180.23
366,190,14,2,1648.98
367,190,2,2,2745.24
368,191,15,2,883.51
369,191,17,1,1281.37
370,191,11,2,1140.8
371,192,4,2,2076.82
372,192,15,2,883.51
373,192,24,1,3157.13
374,193,23,2,302.76
375,194,20,2,2546.09
376,194,22,1,3060.54
377,195,8,2,1491.38
378,195,20,2,2546.09
379,196,5,2,1690.66
380,197,23,2,302.76
381,197,5,1,1690.66
382,198,22,2,3060.54
383,199,6,1,845.39
384,199,23,1,302.76
385,200,5,1,1690.66
386,201,8,2,1491.38
387,201,17,2,1281.37
388,201,12,1,1832.92
389,202,19,1,604.72
390,202,11,2,1140.8
391,202,7,2,2678.84
392,203,2,2,2745.24
393,204,13,1,2720.97
394,205,5,1,1690.66
395,206,11,1,1140.8
396,206,23,2,302.76
397,207,8,2,1491.38
398,207,12,1,1832.92
399,208,22,1,3060.54
400,209,10,1,2261.25
401,209,23,2,302.76
402,210,20,2,2546.09
403,211,5,1,1690.66
404,211,24,1,3157.13
405,211,6,1,845.39
406,212,12,1,1832.92
407,212,14,2,1648.98
408,213,5,1,1690.66
409,213,19,1,604.72
410,214,1,2,321.4
411,214,19,2,604.72
412,214,4,1,2076.82
413,215,11,2,1140.8
414,215,19,2,604.72
415,216,14,1,1648.98
416,216,12,2,1832.92
417,217,1,1,321.4
418,218,14,2,1648.98
419,218,15,2,883.51
420,218,16,2,2262.82
421,219,18,2,1284.73
422,219,12,1,1832.92
423,220,6,1,845.39
424,220,25,1,1191.68
425,221,17,1,1281.37
426,221,12,1,1832.92
427,222,9,1,2180.23
428,222,4,1,2076.82
429,222,14,2,1648.98
430,223,2,2,2745.24
431,223,20,1,2546.09
432,223,12,1,1832.92
433,224,2,2,2745.24
434,224,24,2,3157.13
435,225,18,1,1284.73
436,225,6,1,845.39
437,225,25,2,1191.68
438,226,12,2,1832.92
439,227,10,1,2261.25
440,227,9,2,2180.23
441,228,18,1,1284.73
442,228,1,2,321.4
443,228,13,2,2720.97
444,229,19,2,604.72
445,229,21,1,831.95
446,230,13,1,2720.97
447,230,20,2,2546.09
448,230,16,1,2262.82
449,231,7,1,2678.84
450,232,3,1,1958.55
451,232,6,1,845.39
452,232,21,2,831.95
453,233,25,2,1191.68
454,234,18,1,1284.73
455,235,21,1,831.95
456,235,9,1,2180.23
457,236,18,2,1284.73
458,236,11,1,1140.8
459,236,4,2,2076.82
460,237,16,1,2262.82
461,238,4,2,2076.82
462,238,1,2,321.4
463,238,17,2,1281.37
464,239,18,1,1284.73
465,239,14,2,1648.98
466,240,3,1,1958.55
467,240,14,2,1648.98
468,240,17,2,1281.37
469,241,15,1,883.51
470,241,17,2,1281.37
471,241,22,1,3060.54
472,242,17,1,1281.37
473,242,19,2,604.72
474,242,20,1,2546.09
475,243,19,1,604.72
476,243,24,1,3157.13
477,244,6,1,845.39
478,245,8,1,1491.38
479,245,15,1,883.51
480,246,14,1,1648.98
481,247,16,1,2262.82
482,248,13,2,2720.97
483,248,18,1,1284.73
484,248,14,1,1648.98
485,249,22,1,3060.54
486,250,12,1,1832.92
487,251,1,1,321.4
488,251,18,2,1284.73
489,251,13,2,2720.97
490,252,8,1,1491.38
491,252,7,2,2678.84
492,253,25,1,1191.68
493,253,5,2,1690.66
494,253,22,1,3060.54
495,254,18,1,1284.73
496,254,9,2,2180.23
497,254,21,1,831.95
498,255,6,1,845.39
499,255,10,2,2261.25
500,255,16,1,2262.82
501,256,15,1,883.51
502,256,4,1,2076.82
503,256,21,1,831.95
504,257,15,2,883.51
505,258,21,2,831.95
506,258,6,2,845.39
507,259,22,2,3060.54
508,260,4,1,2076.82
509,261,4,2,2076.82
510,262,3,2,1958.55
511,262,21,1,831.95
512,262,8,1,1491.38
513,263,14,2,1648.98
514,264,22,1,3060.54
515,264,13,2,2720.97
516,264,20,1,2546.09
517,265,7,1,2678.84
518,265,17,1,1281.37
519,266,23,1,302.76
520,266,18,1,1284.73
521,267,6,2,845.39
522,267,16,1,2262.82
523,267,4,1,2076.82
524,268,11,2,1140.8
525,268,25,1,1191.68
526,269,18,1,1284.73
527,270,16,2,2262.82
528,270,12,2,1832.92
529,271,18,1,1284.73
530,272,17,1,1281.37
531,272,8,1,1491.38
532,273,2,2,2745.24
533,273,4,2,2076.82
534,274,8,1,1491.38
535,274,15,2,883.51
536,274,20,2,2546.09
537,275,9,2,2180.23
538,275,17,2,1281.37
539,276,16,1,2262.82
540,276,19,1,604.72
541,276,5,2,1690.66
542,277,20,1,2546.09
543,277,1,1,321.4
544,278,3,1,1958.55
545,278,13,1,2720.97
546,278,12,1,1832.92
547,279,4,1,2076.82
548,279,15,2,883.51
549,279,1,1,321.4
550,280,23,2,302.76
551,281,18,2,1284.73
552,281,9,1,2180.23
553,282,11,2,1140.8
554,282,17,1,1281.37
555,283,19,1,604.72
556,283,17,1,1281.37
557,284,8,2,1491.38
558,284,9,2,2180.23
559,285,22,2,3060.54
560,285,17,1,1281.37
561,285,23,2,302.76
562,286,7,2,2678.84
563,286,3,2,1958.55
564,286,21,2,831.95
565,287,1,1,321.4
566,287,24,2,3157.13
567,287,23,2,302.76
568,288,20,2,2546.09
569,288,15,2,883.51
570,288,9,2,2180.23
571,289,9,1,2180.23
572,289,20,2,2546.09
573,289,10,2,2261.25
574,290,5,2,1690.66
575,290,21,1,831.95
576,290,2,1,2745.24
577,291,23,1,302.76
578,292,10,1,2261.25
579,292,4,2,2076.82
580,292,5,2,1690.66
581,293,16,1,2262.82
582,293,20,1,2546.09
583,293,14,1,1648.98
584,294,7,1,2678.84
585,294,4,2,2076.82
586,294,2,2,2745.24
587,295,11,2,1140.8
588,295,4,2,2076.82
589,296,4,1,2076.82
590,296,5,2,1690.66
591,296,7,1,2678.84
592,297,8,1,1491.38
593,297,9,1,2180.23
594,298,3,2,1958.55
595,298,15,2,883.51
596,298,2,1,2745.24
597,299,9,1,2180.23
598,299,25,2,1191.68
599,300,12,1,1832.92
600,300,3,2,1958.55
601,301,18,1,1284.73
602,301,15,2,883.51
603,302,6,1,845.39
604,302,14,1,1648.98
605,302,15,2,883.51
606,303,8,1,1491.38
607,304,4,2,2076.82
608,305,24,1,3157.13
609,305,6,1,845.39
610,306,11,2,1140.8
611,306,21,2,831.95
612,306,18,2,1284.73
613,307,5,1,1690.66
614,307,8,2,1491.38
615,308,23,1,302.76
616,308,16,1,2262.82
617,308,4,1,2076.82
618,309,20,1,2546.09
619,309,25,2,1191.68
620,309,17,1,1281.37
621,310,3,1,1958.55
622,311,11,2,1140.8
623,311,9,1,2180.23
624,311,18,2,1284.73
625,312,12,1,1832.92
626,312,1,2,321.4
627,313,24,1,3157.13
628,314,3,2,1958.55
629,315,25,2,1191.68
630,316,22,1,3060.54
631,316,24,1,3157.13
632,316,13,1,2720.97
633,317,9,2,2180.23
634,317,22,2,3060.54
635,317,1,2,321.4
636,318,21,1,831.95
637,318,25,1,1191.68
638,318,13,2,2720.97
639,319,10,1,2261.25
640,319,18,1,1284.73
641,320,5,1,1690.66
642,321,25,2,1191.68
643,321,12,1,1832.92
644,321,16,1,2262.82
645,322,22,1,3060.54
646,322,24,2,3157.13
647,322,1,1,321.4
648,323,5,2,1690.66
649,323,6,2,845.39
650,323,19,1,604.72
651,324,25,2,1191.68
652,324,21,2,831.95
653,324,13,2,2720.97
654,325,14,1,1648.98
655,326,8,1,1491.38
656,327,1,2,321.4
657,328,24,2,3157.13
658,328,21,1,831.95
659,329,2,2,2745.24
660,329,9,1,2180.23
661,330,9,2,2180.23
662,331,10,2,2261.25
663,331,16,2,2262.82
664,331,8,2,1491.38
665,332,11,2,1140.8
666,332,5,1,1690.66
667,333,9,2,2180.23
668,333,10,1,2261.25
669,333,7,1,2678.84
670,334,24,2,3157.13
671,334,11,1,1140.8
672,335,23,1,302.76
673,335,24,1,3157.13
674,336,11,1,1140.8
675,336,14,2,1648.98
676,337,8,1,1491.38
677,337,24,1,3157.13
678,337,13,2,2720.97
679,338,24,2,3157.13
680,338,25,2,1191.68
681,339,11,1,1140.8
682,339,18,2,1284.73
683,340,19,1,604.72
684,340,2,1,2745.24
685,340,5,2,1690.66
686,341,22,1,3060.54
687,341,11,2,1140.8
688,342,18,1,1284.73
689,343,15,1,883.51
690,344,5,1,1690.66
691,344,19,2,604.72
692,344,17,2,1281.37
693,345,19,1,604.72
694,345,8,1,1491.38
695,346,22,2,3060.54
696,346,10,2,2261.25
697,347,1,2,321.4
698,347,7,1,2678.84
699,348,19,2,604.72
700,348,2,2,2745.24
701,348,25,2,1191.68
702,349,1,2,321.4
703,349,7,2,2678.84
704,350,2,2,2745.24
705,350,25,2,1191.68
706,350,24,2,3157.13
707,351,16,1,2262.82
708,351,9,1,2180.23
709,351,2,1,2745.24
710,352,15,1,883.51
711,352,21,1,831.95
712,353,9,2,2180.23
713,354,20,2,2546.09
714,354,16,2,2262.82
715,355,18,2,1284.73
716,355,4,2,2076.82
717,356,12,1,1832.92
718,357,16,1,2262.82
719,358,6,1,845.39
720,358,5,2,1690.66
721,359,5,1,1690.66
722,359,2,2,2745.24
723,360,18,2,1284.73
724,361,16,2,2262.82
725,362,20,2,2546.09
726,362,22,2,3060.54
727,363,17,2,1281.37
728,364,7,1,2678.84
729,365,5,2,1690.66
730,366,17,2,1281.37
731,366,14,2,1648.98
732,367,20,2,2546.09
733,367,6,1,845.39
734,368,18,2,1284.73
735,368,10,1,2261.25
736,369,23,2,302.76
737,370,17,2,1281.37
738,370,14,1,1648.98
739,370,15,2,883.51
740,371,18,1,1284.73
741,372,15,1,883.51
742,372,7,2,2678.84
743,372,25,1,1191.68
744,373,14,2,1648.98
745,373,1,1,321.4
746,373,15,2,883.51
747,374,4,1,2076.82
748,374,3,2,1958.55
749,374,5,2,1690.66
750,375,17,2,1281.37
751,375,25,1,1191.68
752,376,13,2,2720.97
753,377,13,2,2720.97
754,378,23,1,302.76
755,378,15,1,883.51
756,378,9,2,2180.23
757,379,5,2,1690.66
758,380,21,1,831.95
759,380,12,1,1832.92
760,380,19,2,604.72
761,381,13,1,2720.97
762,381,2,1,2745.24
763,381,17,1,1281.37
764,382,6,1,845.39
765,382,3,1,1958.55
766,383,6,2,845.39
767,384,6,1,845.39
768,384,21,2,831.95
769,385,13,1,2720.97
770,385,23,2,302.76
771,385,15,1,883.51
772,386,19,1,604.72
773,387,24,1,3157.13
774,387,12,2,1832.92
775,387,21,1,831.95
776,388,22,2,3060.54
777,389,19,2,604.72
778,390,13,1,2720.97
779,390,21,2,831.95
780,391,24,2,3157.13
781,391,10,2,2261.25
782,391,17,2,1281.37
783,392,14,2,1648.98
784,392,24,1,3157.13
785,393,7,1,2678.84
786,393,10,2,2261.25
787,393,25,2,1191.68
788,394,7,2,2678.84
789,394,10,2,2261.25
790,395,1,2,321.4
791,396,10,1,2261.25
792,396,5,1,1690.66
793,396,12,2,1832.92
794,397,16,2,2262.82
795,397,20,1,2546.09
796,398,12,2,1832.92
797,398,14,2,1648.98
798,399,17,2,1281.37
799,400,24,1,3157.13
800,400,4,1,2076.82
801,400,19,2,604.72
802,401,5,2,1690.66
803,401,13,2,2720.97
804,402,17,1,1281.37
805,402,23,2,302.76
806,403,4,2,2076.82
807,403,25,2,1191.68
808,404,2,2,2745.24
809,404,19,1,604.72
810,404,5,2,1690.66
811,405,17,1,1281.37
812,406,25,2,1191.68
813,406,8,1,1491.38
814,406,24,2,3157.13
815,407,25,1,1191.68
816,407,14,1,1648.98
817,408,3,1,1958.55
818,409,9,1,2180.23
819,409,14,1,1648.98
820,410,9,2,2180.23
821,410,7,2,2678.84
822,411,11,1,1140.8
823,411,3,2,1958.55
824,412,14,1,1648.98
825,412,20,1,2546.09
826,412,11,1,1140.8
827,413,8,1,1491.38
828,413,25,2,1191.68
829,413,10,1,2261.25
830,414,15,2,883.51
831,414,13,1,2720.97
832,415,13,1,2720.97
833,415,16,1,2262.82
834,416,18,2,1284.73
835,416,13,1,2720.97
836,417,11,1,1140.8
837,417,12,2,1832.92
838,417,18,2,1284.73
839,418,22,2,3060.54
840,418,23,2,302.76
841,418,21,1,831.95
842,419,14,1,1648.98
843,420,13,1,2720.97
844,421,15,1,883.51
845,421,21,2,831.95
846,422,12,2,1832.92
847,423,24,1,3157.13
848,423,10,2,2261.25
849,424,19,1,604.72
850,424,20,2,2546.09
851,424,9,1,2180.23
852,425,14,2,1648.98
853,425,7,2,2678.84
854,426,22,2,3060.54
855,427,14,2,1648.98
856,427,4,1,2076.82
857,427,10,2,2261.25
858,428,21,2,831.95
859,429,15,1,883.51
860,429,12,1,1832.92
861,429,11,1,1140.8
862,430,9,1,2180.23
863,431,22,2,3060.54
864,431,19,1,604.72
865,432,5,2,1690.66
866,432,8,2,1491.38
867,432,19,1,604.72
868,433,4,1,2076.82
869,433,14,1,1648.98
870,433,7,1,2678.84
871,434,14,1,1648.98
872,435,23,2,302.76
873,436,6,1,845.39
874,437,2,1,2745.24
875,437,13,2,2720.97
876,437,15,1,883.51
877,438,23,2,302.76
878,438,3,1,1958.55
879,439,6,1,845.39
880,440,22,1,3060.54
881,441,22,2,3060.54
882,442,15,2,883.51
883,442,17,2,1281.37
884,442,19,1,604.72
885,443,6,2,845.39
886,444,2,2,2745.24
887,445,7,2,2678.84
888,446,16,2,2262.82
889,447,4,2,2076.82
890,447,15,2,883.51
891,448,22,1,3060.54
892,449,12,2,1832.92
893,449,25,2,1191.68
894,450,23,1,302.76
895,451,8,2,1491.38
896,451,12,2,1832.92
897,452,1,1,321.4
898,452,25,2,1191.68
899,452,20,1,2546.09
900,453,18,2,1284.73
901,453,23,2,302.76
902,454,15,2,883.51
903,454,11,2,1140.8
904,455,5,2,1690.66
905,456,13,2,2720.97
906,456,14,2,1648.98
907,457,13,1,2720.97
908,458,16,1,2262.82
909,458,11,1,1140.8
910,459,25,2,1191.68
911,459,14,1,1648.98
912,460,8,2,1491.38
913,461,25,2,1191.68
914,461,22,1,3060.54
915,462,8,2,1491.38
916,462,18,1,1284.73
917,462,16,2,2262.82
918,463,18,1,1284.73
919,463,6,1,845.39
920,463,13,1,2720.97
921,464,14,2,1648.98
922,464,10,2,2261.25
923,465,16,1,2262.82
924,465,21,1,831.95
925,465,17,2,1281.37
926,466,20,1,2546.09
927,466,16,2,2262.82
928,466,25,1,1191.68
929,467,17,2,1281.37
930,468,16,2,2262.82
931,468,15,1,883.51
932,469,7,2,2678.84
933,470,3,2,1958.55
934,471,22,1,3060.54
935,472,9,1,2180.23
936,472,21,1,831.95
937,472,15,2,883.51
938,473,7,1,2678.84
939,473,11,1,1140.8
940,474,3,2,1958.55
941,474,25,1,1191.68
942,474,22,1,3060.54
943,475,19,1,604.72
944,475,25,1,1191.68
945,475,8,2,1491.38
946,476,3,1,1958.55
947,477,19,2,604.72
948,477,7,1,2678.84
949,478,16,2,2262.82
950,479,6,1,845.39
951,480,17,2,1281.37
952,481,16,2,2262.82
953,481,25,1,1191.68
954,481,15,1,883.51
955,482,16,1,2262.82
956,482,18,2,1284.73
957,482,9,1,2180.23
958,483,24,1,3157.13
959,483,17,1,1281.37
960,484,14,2,1648.98
961,484,24,1,3157.13
962,484,23,2,302.76
963,485,12,1,1832.92
964,486,16,2,2262.82
965,486,7,2,2678.84
966,487,1,1,321.4
967,487,4,1,2076.82
968,488,4,2,2076.82
969,488,24,2,3157.13
970,489,5,2,1690.66
971,489,13,1,2720.97
972,489,23,1,302.76
973,490,10,1,2261.25
974,490,25,2,1191.68
975,491,10,2,2261.25
976,491,4,2,2076.82
977,491,22,2,3060.54
978,492,12,2,1832.92
979,492,20,1,2546.09
980,493,7,2,2678.84
981,494,8,1,1491.38
982,495,7,2,2678.84
983,496,25,1,1191.68
984,496,16,1,2262.82
985,496,15,2,883.51
986,497,17,2,1281.37
987,498,21,1,831.95
988,499,1,2,321.4
989,499,6,1,845.39
990,499,9,2,2180.23
991,500,15,2,883.51
992,500,3,1,1958.55
993,501,2,2,2745.24
994,502,3,2,1958.55
995,503,16,2,2262.82
996,504,11,1,1140.8
997,505,19,1,604.72
998,506,3,1,1958.55
999,507,7,1,2678.84
1000,507,16,2,2262.82
1001,507,4,2,2076.82
1002,508,24,2,3157.13
1003,508,22,1,3060.54
1004,509,16,2,2262.82
1005,510,20,1,2546.09
1006,511,22,1,3060.54
1007,511,11,1,1140.8
1008,512,15,2,883.51
1009,512,5,2,1690.66
1010,512,10,1,2261.25
1011,513,3,2,1958.55
1012,514,16,1,2262.82
1013,514,19,1,604.72
1014,515,11,2,1140.8
1015,516,3,1,1958.55
1016,516,11,1,1140.8
1017,516,10,2,2261.25
1018,517,5,2,1690.66
1019,517,14,1,1648.98
1020,518,13,2,2720.97
1021,519,15,1,883.51
1022,519,22,2,3060.54
1023,520,19,2,604.72
1024,520,25,1,1191.68
1025,521,25,2,1191.68
1026,521,14,2,1648.98
1027,522,20,2,2546.09
1028,523,20,1,2546.09
1029,524,22,1,3060.54
1030,524,10,1,2261.25
1031,525,19,2,604.72
1032,525,5,1,1690.66
1033,525,12,1,1832.92
1034,526,4,2,2076.82
1035,527,2,1,2745.24
1036,528,9,2,2180.23
1037,529,24,1,3157.13
1038,530,13,2,2720.97
1039,531,23,2,302.76
1040,532,20,2,2546.09
1041,532,10,2,2261.25
1042,532,12,1,1832.92
1043,533,21,2,831.95
1044,533,22,1,3060.54
1045,533,9,1,2180.23
1046,534,12,1,1832.92
1047,534,5,2,1690.66
1048,534,10,1,2261.25
1049,535,15,2,883.51
1050,535,7,1,2678.84
1051,535,23,1,302.76
1052,536,11,2,1140.8
1053,536,1,2,321.4
1054,536,18,2,1284.73
1055,537,8,1,1491.38
1056,538,9,1,2180.23
1057,539,21,2,831.95
1058,540,24,1,3157.13
1059,540,2,1,2745.24
1060,541,19,1,604.72
1061,541,3,2,1958.55
1062,541,25,2,1191.68
1063,542,22,1,3060.54
1064,543,4,2,2076.82
1065,543,6,2,845.39
1066,544,12,1,1832.92
1067,545,1,2,321.4
1068,545,7,2,2678.84
1069,545,10,2,2261.25
1070,546,1,2,321.4
1071,546,2,2,2745.24
1072,546,8,2,1491.38
1073,547,7,1,2678.84
1074,547,21,1,831.95
1075,547,22,2,3060.54
1076,548,21,1,831.95
1077,548,8,1,1491.38
1078,549,23,1,302.76
1079,549,13,1,2720.97
1080,549,16,2,2262.82
1081,550,18,1,1284.73
1082,550,21,2,831.95
1083,551,21,2,831.95
1084,551,17,1,1281.37
1085,551,6,2,845.39
1086,552,24,1,3157.13
1087,553,14,2,1648.98
