order_id,customer_id,order_date,total_amount
117,402,15/4/2021,2476.41
118,112,31/7/2021,6046.66
119,691,4/10/2021,883.51
120,387,1/10/2021,2584.22
121,213,27/3/2021,1663.9
122,220,22/9/2022,6043.2
123,552,25/1/2022,831.95
124,122,14/8/2021,8340.44
125,942,22/5/2021,2958.7
126,595,19/6/2021,3324.3
127,562,28/4/2021,2261.25
128,7,28/6/2021,1832.92
129,721,28/3/2021,1191.68
130,311,23/3/2021,2720.97
131,220,24/5/2022,7449.03
132,411,6/5/2021,1648.98
133,33,7/11/2021,4755.66
134,159,9/4/2021,14126
135,886,14/3/2021,1209.44
136,721,1/9/2022,11222.42
137,697,18/9/2021,1284.73
138,30,5/9/2021,2664.87
139,239,22/11/2021,3297.96
140,687,15/2/2022,5742.66
141,306,28/5/2022,883.51
142,349,30/3/2022,2262.82
143,256,19/4/2022,5441.94
144,692,1/10/2021,2546.09
145,156,27/1/2022,9785.81
146,964,2/11/2022,6451.82
147,286,25/5/2022,3917.1
148,475,26/3/2022,7963.24
149,197,26/8/2021,7597.6
150,842,1/7/2022,4917.48
151,575,11/4/2021,6314.26
152,809,19/12/2021,5357.68
153,932,13/6/2021,1209.44
154,323,7/2/2021,3326.49
155,726,14/6/2021,5947.44
156,357,21/9/2022,1134.71
157,891,7/6/2021,5120.38
158,329,1/2/2021,4331.09
159,107,24/10/2022,4710.97
160,897,24/11/2022,8266.36
161,338,19/6/2022,1284.73
162,228,21/3/2021,2574.29
163,138,16/4/2022,5811.88
164,463,18/9/2022,8739.9
165,134,2/7/2021,3060.54
166,884,21/2/2022,3740.72
167,945,29/6/2022,1281.37
168,212,23/7/2021,3869.12
169,656,28/7/2021,5357.68
170,220,28/1/2021,845.39
171,85,14/11/2022,2383.36
172,111,11/1/2022,6121.08
173,587,22/5/2022,6127.48
174,388,12/2/2021,5314.82
175,982,11/12/2022,2362.79
176,201,8/3/2021,4525.64
177,772,25/7/2022,2281.6
178,705,21/1/2022,4796.44
179,689,11/5/2021,302.76
180,198,20/5/2021,11146.54
181,530,25/9/2021,8920.08
182,82,2/3/2021,9188.55
183,539,11/9/2022,3547.55
184,308,2/2/2022,2023.63
185,144,13/12/2022,4074.14
186,284,27/4/2022,2678.84
187,710,13/12/2022,8036.57
188,767,4/2/2021,3297.96
189,971,26/3/2021,2180.23
190,973,10/5/2021,8788.44
191,529,3/3/2022,5329.99
192,908,2/1/2022,9077.79
193,24,15/6/2021,605.52
194,822,28/9/2021,8152.72
195,166,21/9/2021,8074.94
196,317,23/12/2021,3381.32
197,491,2/12/2021,2296.18
198,741,7/1/2021,6121.08
199,482,7/11/2021,1148.15
200,115,6/1/2022,1690.66
201,191,29/3/2021,7378.42
202,471,9/5/2021,8244
203,973,8/8/2021,5490.48
204,676,18/10/2021,2720.97
205,208,22/10/2022,1690.66
206,290,25/5/2021,1746.32
207,904,7/3/2021,4815.68
208,33,28/3/2021,3060.54
209,74,5/2/2021,2866.77
210,552,26/10/2022,5092.18
211,369,26/2/2022,5693.18
212,580,31/7/2021,5130.88
213,453,23/8/2022,2295.38
214,61,30/8/2022,3929.06
215,628,9/12/2022,3491.04
216,254,10/6/2022,5314.82
217,247,28/11/2021,321.4
218,191,1/5/2021,9590.62
219,772,13/8/2022,4402.38
220,509,30/11/2021,2037.07
221,768,12/12/2022,3114.29
222,51,1/1/2021,7555.01
223,813,3/8/2021,9869.49
224,877,29/6/2021,11804.74
225,711,7/12/2022,4513.48
226,270,31/1/2021,3665.84
227,43,6/4/2022,6621.71
228,861,27/1/2021,7369.47
229,334,23/12/2021,2041.39
230,64,14/10/2021,10075.97
231,922,3/8/2022,2678.84
232,863,24/8/2021,4467.84
233,752,6/11/2021,2383.36
234,437,30/1/2021,1284.73
235,625,11/4/2022,3012.18
236,169,23/12/2021,7863.9
237,287,6/11/2022,2262.82
238,796,8/10/2021,7359.18
239,839,16/7/2021,4582.69
240,332,12/8/2021,7819.25
241,833,17/11/2022,6506.79
242,281,11/11/2021,5036.9
243,932,16/9/2021,3761.85
244,730,30/3/2021,845.39
245,788,21/3/2021,2374.89
246,372,18/3/2021,1648.98
247,777,10/12/2022,2262.82
248,705,24/4/2022,8375.65
249,76,16/5/2021,3060.54
250,306,26/1/2021,1832.92
251,190,30/10/2021,8332.8
252,851,3/11/2021,6849.06
253,953,14/1/2022,7633.54
254,991,9/1/2021,6477.14
255,461,11/12/2022,7630.71
256,534,10/6/2021,3792.28
257,428,31/5/2021,1767.02
258,881,5/12/2021,3354.68
259,816,17/9/2022,6121.08
260,117,4/4/2022,2076.82
261,202,24/2/2021,4153.64
262,38,29/7/2022,6240.43
263,560,23/2/2022,3297.96
264,237,15/1/2022,11048.57
265,441,17/4/2022,3960.21
266,43,24/12/2021,1587.49
267,99,21/12/2021,6030.42
268,105,30/3/2021,3473.28
269,354,6/3/2021,1284.73
270,994,6/8/2022,8191.48
271,350,16/9/2022,1284.73
272,3,17/4/2021,2772.75
273,492,15/6/2021,9644.12
274,236,30/6/2021,8350.58
275,346,9/3/2022,6923.2
276,779,31/5/2021,6248.86
277,829,27/10/2022,2867.49
278,765,12/7/2022,6512.44
279,844,10/9/2022,4165.24
280,671,13/4/2021,605.52
281,728,23/11/2022,4749.69
282,463,25/11/2021,3562.97
283,498,1/5/2022,1886.09
284,932,2/9/2022,7343.22
285,306,10/3/2022,8007.97
286,645,18/9/2021,10938.68
287,939,22/12/2021,7241.18
288,408,25/8/2022,11219.66
289,14,11/4/2022,11794.91
290,905,14/3/2021,6958.51
291,244,24/12/2021,302.76
292,939,10/3/2022,9796.21
293,419,19/4/2021,6457.89
294,6,29/7/2021,12322.96
295,620,21/7/2021,6435.24
296,762,22/1/2021,8136.98
297,919,8/1/2022,3671.61
298,673,2/10/2021,8429.36
299,209,4/9/2021,4563.59
300,690,10/10/2021,5750.02
301,177,13/4/2021,3051.75
302,868,23/3/2021,4261.39
303,247,17/5/2022,1491.38
304,424,1/1/2022,4153.64
305,644,5/5/2021,4002.52
306,61,6/8/2021,6514.96
307,163,27/4/2021,4673.42
308,111,12/1/2022,4642.4
309,973,19/7/2022,6210.82
310,490,27/10/2021,1958.55
311,190,2/5/2022,7031.29
312,478,11/3/2021,2475.72
313,946,16/4/2022,3157.13
314,153,20/9/2022,3917.1
315,225,14/1/2022,2383.36
316,501,17/6/2022,8938.64
317,280,15/11/2022,11124.34
318,76,30/6/2022,7465.57
319,129,27/12/2021,3545.98
320,625,7/10/2021,1690.66
321,402,18/4/2022,6479.1
322,19,4/11/2022,9696.2
323,944,19/2/2022,5676.82
324,778,4/3/2021,9489.2
325,382,2/2/2022,1648.98
326,357,30/12/2022,1491.38
327,833,20/10/2021,642.8
328,866,28/3/2022,7146.21
329,225,26/10/2021,7670.71
330,132,9/11/2022,4360.46
331,512,25/11/2021,12030.9
332,11,26/3/2021,3972.26
333,429,13/5/2021,9300.55
334,43,29/5/2022,7455.06
335,731,29/7/2022,3459.89
336,114,31/12/2022,4438.76
337,704,28/6/2021,10090.45
338,228,18/10/2022,8697.62
339,221,6/12/2022,3710.26
340,748,27/3/2021,6731.28
341,209,28/2/2021,5342.14
342,476,8/3/2021,1284.73
343,949,4/10/2022,883.51
344,256,14/3/2021,5462.84
345,324,6/7/2022,2096.1
346,910,28/8/2022,10643.58
347,861,29/3/2022,3321.64
348,10,18/6/2021,9083.28
349,572,14/12/2022,6000.48
350,215,4/1/2022,14188.1
351,527,7/1/2021,7188.29
352,353,31/10/2021,1715.46
353,877,28/8/2022,4360.46
354,961,19/6/2022,9617.82
355,615,25/7/2022,6723.1
356,79,1/10/2022,1832.92
357,373,6/11/2021,2262.82
358,864,4/5/2021,4226.71
359,555,23/12/2021,7181.14
360,670,23/12/2021,2569.46
361,917,8/7/2022,4525.64
362,588,9/2/2021,11213.26
363,146,5/1/2022,2562.74
364,412,20/4/2022,2678.84
365,240,22/5/2021,3381.32
366,562,30/8/2021,5860.7
367,768,21/10/2022,5937.57
368,412,22/2/2022,4830.71
369,840,27/5/2022,605.52
370,264,25/4/2021,5978.74
371,794,16/4/2022,1284.73
372,146,2/9/2021,7432.87
373,576,23/12/2021,5386.38
374,467,24/7/2021,9375.24
375,488,30/3/2022,3754.42
376,934,13/12/2021,5441.94
377,797,28/10/2022,5441.94
378,473,3/3/2022,5546.73
379,193,14/3/2022,3381.32
380,757,19/3/2021,3874.31
381,476,7/10/2022,6747.58
382,487,21/12/2021,2803.94
383,511,28/1/2021,1690.78
384,182,21/11/2022,2509.29
385,280,15/6/2022,4210
386,976,31/3/2022,604.72
387,606,10/8/2022,7654.92
388,384,8/3/2022,6121.08
389,689,21/5/2022,1209.44
390,74,9/10/2022,4384.87
391,425,3/12/2022,13399.5
392,48,1/4/2022,6455.09
393,261,30/10/2022,9584.7
394,812,1/1/2021,9880.18
395,197,15/11/2021,642.8
396,121,29/3/2021,7617.75
397,839,28/4/2021,7071.73
398,592,11/3/2021,6963.8
399,965,23/5/2021,2562.74
400,582,21/4/2022,6443.39
401,130,19/9/2022,8823.26
402,195,11/6/2022,1886.89
403,899,31/8/2022,6537
404,111,25/12/2022,9476.52
405,688,27/8/2021,1281.37
406,414,11/11/2021,10189
407,358,1/5/2021,2840.66
408,958,26/7/2021,1958.55
409,84,23/2/2022,3829.21
410,164,13/8/2022,9718.14
411,225,11/1/2022,5057.9
412,943,8/6/2022,5335.87
413,238,7/3/2022,6135.99
414,923,12/5/2022,4487.99
415,41,16/12/2021,4983.79
416,709,18/11/2021,5290.43
417,593,29/9/2021,7376.1
418,10,3/6/2021,7558.55
419,910,1/12/2022,1648.98
420,566,4/7/2021,2720.97
421,95,15/11/2021,2547.41
422,834,12/4/2021,3665.84
423,858,23/9/2022,7679.63
424,967,11/1/2021,7877.13
425,22,28/3/2021,8655.64
426,488,22/4/2021,6121.08
427,840,18/2/2021,9897.28
428,818,3/4/2021,1663.9
429,802,19/3/2022,3857.23
430,131,21/12/2022,2180.23
431,425,14/3/2022,6725.8
432,632,29/8/2021,6968.8
433,398,19/3/2022,6404.64
434,875,7/9/2021,1648.98
435,88,18/11/2021,605.52
436,634,7/1/2022,845.39
437,306,24/11/2021,9070.69
438,218,4/4/2021,2564.07
439,640,11/7/2021,845.39
440,687,31/7/2021,3060.54
441,755,12/6/2021,6121.08
442,857,7/5/2022,4934.48
443,201,15/10/2022,1690.78
444,689,18/10/2021,5490.48
445,957,25/3/2022,5357.68
446,795,7/11/2021,4525.64
447,99,7/5/2022,5920.66
448,386,3/11/2021,3060.54
449,47,7/8/2021,6049.2
450,916,4/7/2022,302.76
451,879,29/7/2022,6648.6
452,644,11/12/2021,5250.85
453,904,22/4/2021,3174.98
454,188,10/8/2021,4048.62
455,393,20/6/2021,3381.32
456,366,3/1/2021,8739.9
457,613,5/5/2022,2720.97
458,717,21/10/2021,3403.62
459,134,5/6/2022,4032.34
460,246,9/3/2021,2982.76
461,993,24/12/2021,5443.9
462,320,20/2/2022,8793.13
463,589,5/6/2021,4851.09
464,40,17/6/2021,7820.46
465,529,6/9/2022,5657.51
466,688,26/5/2021,8263.41
467,850,18/11/2021,2562.74
468,883,6/3/2021,5409.15
469,650,15/11/2022,5357.68
470,437,15/7/2022,3917.1
471,320,6/12/2021,3060.54
472,838,28/5/2022,4779.2
473,203,4/6/2022,3819.64
474,389,16/11/2022,8169.32
475,175,23/12/2021,4779.16
476,678,8/10/2022,1958.55
477,864,26/4/2021,3888.28
478,627,13/5/2022,4525.64
479,856,17/1/2022,845.39
480,828,29/4/2022,2562.74
481,169,10/10/2022,6600.83
482,804,17/1/2021,7012.51
483,800,30/1/2021,4438.5
484,564,6/11/2022,7060.61
485,287,8/9/2022,1832.92
486,318,7/4/2022,9883.32
487,225,12/5/2022,2398.22
488,138,11/4/2022,10467.9
489,370,25/2/2022,6405.05
490,875,24/10/2021,4644.61
491,67,4/7/2022,14797.22
492,109,1/6/2021,6211.93
493,14,4/12/2022,5357.68
494,520,8/5/2022,1491.38
495,570,1/11/2022,5357.68
496,829,2/10/2021,5221.52
497,64,25/8/2021,2562.74
498,788,22/12/2022,831.95
499,622,16/2/2021,5848.65
500,157,21/4/2021,3725.57
501,225,10/1/2021,5490.48
502,552,6/4/2022,3917.1
503,401,26/7/2021,4525.64
504,408,15/3/2022,1140.8
505,705,7/8/2021,604.72
506,931,19/1/2021,1958.55
507,633,8/2/2021,11358.12
508,601,2/2/2022,9374.8
509,463,27/6/2022,4525.64
510,501,20/5/2021,2546.09
511,969,17/11/2021,4201.34
512,386,15/10/2022,7409.59
513,216,29/10/2021,3917.1
514,260,17/3/2021,2867.54
515,146,5/10/2022,2281.6
516,147,27/8/2022,7621.85
517,271,15/6/2021,5030.3
518,473,2/7/2022,5441.94
519,835,3/5/2021,7004.59
520,952,6/10/2022,2401.12
521,941,26/8/2022,5681.32
522,678,20/5/2022,5092.18
523,855,9/9/2021,2546.09
524,65,28/11/2021,5321.79
525,706,27/2/2022,4733.02
526,309,18/5/2021,4153.64
527,669,14/6/2022,2745.24
528,702,29/9/2022,4360.46
529,526,19/2/2022,3157.13
530,256,11/11/2021,5441.94
531,299,1/9/2021,605.52
532,872,29/3/2021,11447.6
533,305,28/3/2022,6904.67
534,592,4/9/2022,7475.49
535,919,30/10/2022,4748.62
536,279,27/10/2021,5493.86
537,50,28/9/2021,1491.38
538,867,27/7/2021,2180.23
539,905,8/6/2021,1663.9
540,291,2/7/2022,5902.37
541,381,11/3/2021,6905.18
542,125,12/5/2022,3060.54
543,628,9/11/2022,5844.42
544,123,10/1/2022,1832.92
545,18,15/9/2022,10522.98
546,790,14/2/2022,9116.04
547,991,6/5/2022,9631.87
548,435,21/2/2022,2323.33
549,41,20/5/2021,7549.37
550,55,9/2/2021,2948.63
551,650,7/6/2022,4636.05
552,405,18/12/2022,3157.13
553,259,28/3/2021,3297.96
554,204,15/6/2022,6834.25
555,835,18/12/2021,3023.73
556,599,26/5/2022,7739.44
557,309,15/4/2022,4453.68
558,679,31/1/2022,2569.46
559,270,2/4/2021,2562.74
560,964,7/8/2021,1281.37
561,998,10/8/2022,2383.36
562,434,18/10/2021,6314.26
563,112,25/4/2022,9383.16
564,278,6/9/2022,6139.89
565,383,3/6/2022,12282.78
566,771,30/1/2021,605.52
567,85,22/7/2021,1966.66
568,10,23/8/2021,6121.08
569,522,24/1/2021,3381.32
570,709,3/10/2022,1209.44
571,304,30/11/2021,1281.37
572,644,3/11/2021,12619.56
573,286,9/9/2021,12485.16
574,534,10/8/2022,2678.84
575,677,2/7/2021,1690.78
576,481,24/7/2022,7867.4
577,923,5/9/2022,3472.26
578,758,8/11/2022,9154.24
579,98,12/9/2021,7791.67
580,814,22/11/2022,3345.13
581,322,5/11/2022,2776.11
582,790,27/5/2022,2180.23
583,72,30/3/2022,4150.38
584,844,19/2/2021,3215.31
585,557,20/12/2022,7705.68
586,827,3/3/2021,8612.76
587,903,23/5/2022,7586.18
588,151,13/6/2022,5477.28
589,181,3/2/2021,7243.09
590,981,15/10/2021,5241.93
591,655,12/4/2021,2422.17
592,307,3/7/2022,9745.18
593,634,10/9/2022,2562.74
594,758,20/11/2022,10376.77
595,278,14/5/2021,6335.87
596,188,29/11/2022,3737.4
597,385,19/12/2022,9274.78
598,841,18/5/2021,2409.82
599,76,18/6/2021,7870.58
600,640,8/12/2021,6582.74
601,898,2/12/2022,6633.62
602,55,19/5/2022,10345.12
603,801,2/10/2022,1191.68
604,928,9/7/2022,2569.46
605,922,16/7/2021,2745.24
606,618,30/6/2022,1767.02
607,109,10/4/2022,8024.59
608,711,24/1/2021,1663.9
609,511,24/4/2021,8624.59
610,741,17/10/2021,6121.08
611,682,8/9/2022,1852.24
612,905,11/7/2022,5409.15
613,579,14/9/2022,6915.59
614,165,13/7/2021,3830.82
615,768,31/5/2022,4961.86
616,255,13/8/2022,7582.94
617,36,8/11/2022,9273.72
618,484,7/7/2021,4475.04
619,125,24/3/2021,3544.19
620,235,7/6/2022,2262.82
621,276,8/1/2021,8293.24
622,559,24/12/2021,5976.8
623,895,2/6/2021,1663.9
624,88,11/2/2022,8850.32
625,728,8/4/2021,2522.73
626,375,12/5/2022,6097.33
627,393,4/11/2022,4143.35
628,349,18/3/2021,2882.46
629,924,27/2/2021,6126.56
630,85,16/7/2022,4611.4
631,110,30/8/2022,5490.48
632,967,17/11/2022,5047
633,445,23/6/2022,6662.34
634,334,7/11/2022,1690.66
635,702,19/3/2022,3297.96
636,772,15/6/2021,1690.66
637,988,1/9/2021,5530.99
638,330,22/11/2022,2569.46
639,763,8/9/2022,1690.66
640,577,4/3/2021,9430.25
641,424,6/3/2022,5490.48
642,967,10/10/2021,5441.94
643,578,14/6/2022,4828.4
644,475,8/11/2021,8273.19
645,293,6/5/2021,8414.99
646,420,23/7/2022,6314.26
647,351,24/2/2021,5083.89
648,813,23/9/2021,2296.18
649,371,26/7/2022,604.72
650,207,4/3/2021,2562.74
651,791,20/12/2021,5835.21
652,451,2/4/2021,9702.3
653,415,12/11/2021,883.51
654,697,23/2/2022,5739.38
655,681,28/2/2022,1690.78
656,135,26/8/2021,6479.84
657,703,30/3/2021,7205.39
658,678,25/4/2022,5878.1
659,553,10/7/2021,3380.83
660,837,27/11/2021,4965.98
661,815,26/2/2021,7355
662,936,19/4/2022,1587.49
663,833,3/10/2021,6208.88
664,954,5/2/2021,12055.98
665,202,24/5/2021,3290.84
666,356,2/1/2022,6448.19
667,510,24/12/2022,2865.5
668,815,30/10/2022,5283.71
669,657,3/3/2021,8697.62
670,845,14/7/2021,302.76
671,32,10/12/2021,5357.68
672,847,30/3/2021,4360.46
673,202,23/11/2021,2720.97
674,375,28/12/2022,6322.43
675,255,3/9/2022,5173.21
676,515,23/10/2022,6456.56
677,925,4/12/2022,1767.02
678,815,6/12/2022,6904.96
679,982,22/4/2022,2261.25
680,300,8/9/2022,302.76
681,905,24/4/2021,5864.48
682,343,26/12/2022,4153.64
683,626,25/12/2022,2562.74
684,284,31/7/2021,3664.73
685,212,4/12/2021,4578.16
686,848,25/10/2022,3946.24
687,978,14/9/2022,5399.81
688,142,5/5/2022,8362.8
689,196,23/5/2022,4181.47
690,158,16/10/2021,1986.19
691,47,5/4/2022,4726.32
692,162,25/7/2022,7816.22
693,347,12/8/2022,5490.48
694,729,18/5/2021,5433.64
695,110,17/4/2021,12233.27
696,73,28/1/2022,13044.28
697,849,30/8/2021,5579.56
698,152,11/2/2021,2076.82
699,225,16/6/2022,8546.62
700,86,6/2/2022,6653.95
701,914,5/6/2021,5466.21
702,455,13/6/2022,3304.16
703,844,17/2/2021,8502.48
704,153,2/3/2022,6174.62
705,27,5/9/2022,1648.98
706,833,12/8/2021,2546.09
707,691,17/7/2022,4364.72
708,86,14/12/2021,3665.84
709,77,18/12/2021,9185.72
710,872,17/10/2022,3874.74
711,169,22/12/2021,4432.87
712,408,9/8/2022,1191.68
713,926,22/9/2021,7400.18
714,879,6/8/2021,13014.18
715,342,24/11/2022,12542.84
716,160,24/9/2021,2719.62
717,661,4/12/2022,14325.66
718,255,1/9/2022,3829.21
719,643,13/11/2021,4724.44
720,700,30/11/2022,9964.37
721,609,25/12/2022,7765.56
722,219,3/8/2021,5697.7
723,702,6/1/2022,1191.68
724,328,13/7/2021,5559.21
725,117,17/4/2021,6333.21
726,850,4/8/2021,3953.6
727,721,13/4/2022,4138.78
728,161,8/6/2022,4607.06
729,905,24/10/2022,5703.22
730,710,13/10/2022,2564.07
731,70,17/9/2021,4851.06
732,354,7/4/2021,2281.6
733,25,22/10/2022,4925.47
734,272,27/5/2022,7071.73
735,858,19/1/2022,9948.54
736,742,30/4/2022,7963.24
737,700,17/2/2021,10403.66
738,829,20/9/2022,7990.82
739,996,6/9/2021,1993.54
740,421,19/11/2022,1450.91
741,441,6/8/2021,2982.76
742,820,14/1/2022,1832.92
743,933,16/7/2021,1993.54
744,819,26/6/2021,5307.98
745,215,12/8/2022,5971.51
746,882,10/9/2021,1648.98
747,351,18/2/2022,10151.76
748,920,2/7/2022,845.39
749,269,13/10/2022,9185.14
750,850,1/6/2021,3394.69
751,268,20/6/2021,3523.58
752,115,18/1/2021,8472.08
753,961,11/8/2022,2546.09
754,405,13/6/2021,5168.44
755,858,12/3/2021,1832.92
756,810,3/6/2022,2562.74
757,803,15/9/2021,7046.05
758,83,11/11/2022,6726.38
759,253,7/6/2022,4122.4
760,910,17/6/2021,1140.8
761,849,13/10/2022,10848.16
762,345,8/8/2022,845.39
763,270,26/5/2021,3562.35
764,752,26/8/2022,2804.7
765,99,30/3/2021,4035.37
766,374,18/6/2022,4489.64
767,700,29/7/2021,6859.76
768,820,24/1/2021,5664.3
769,635,4/8/2022,2281.6
770,764,27/4/2021,1210.24
771,845,18/6/2021,605.52
772,129,23/3/2022,3446.78
773,355,12/3/2021,12543.78
774,488,21/10/2022,7454
775,763,9/12/2022,5515.5
776,748,28/7/2022,7204.13
777,558,2/6/2021,3737.77
778,938,25/6/2022,1491.38
779,118,5/1/2022,2982.76
780,681,22/1/2021,4525.64
781,310,22/9/2022,2569.46
782,375,28/7/2022,2383.36
783,646,3/2/2022,7400.49
784,855,6/6/2021,4376.14
785,258,11/8/2022,4213.27
786,7,27/2/2021,5924.13
787,768,18/3/2021,4994.82
788,978,17/5/2021,1191.68
789,834,26/9/2022,7693.9
790,185,7/12/2022,1191.68
791,585,26/2/2022,3737.77
792,940,15/7/2021,5047.72
793,260,24/8/2021,8654.2
794,614,4/4/2021,6525.5
795,309,13/1/2021,4847.04
796,12,17/10/2022,6753.31
797,791,17/10/2022,5847.96
798,597,1/9/2022,6046.19
799,668,29/7/2022,8101.86
800,292,11/11/2021,9274.59
801,661,10/9/2021,4522.5
802,773,10/8/2021,3871.01
803,882,25/6/2022,7703.19
804,210,14/8/2021,1209.44
805,12,22/11/2021,4436.02
806,873,1/1/2021,5986.56
807,638,2/7/2022,6314.26
808,609,16/8/2021,7811.86
809,704,4/2/2022,4830.77
810,414,26/7/2022,7378.08
811,598,19/11/2021,9084.9
812,909,3/7/2021,5721.2
813,646,5/10/2021,8342.04
814,181,2/8/2021,4522.5
815,269,16/3/2021,6043.3
816,19,26/2/2021,3799.93
817,824,23/1/2022,5419.95
818,970,5/9/2022,7102.27
819,53,24/1/2022,604.72
820,878,6/6/2022,2383.36
821,103,8/10/2022,6213.28
822,882,26/8/2021,8371.37
823,656,31/10/2022,321.4
824,638,28/10/2022,7502.02
825,5,28/4/2021,2678.84
826,661,10/10/2022,1663.9
827,722,29/10/2022,7391.52
828,303,8/1/2021,8210.26
829,684,14/4/2022,5490.48
830,719,12/1/2021,2012.06
831,920,24/9/2021,5357.59
832,43,14/7/2022,2180.23
833,928,2/1/2022,3157.13
834,414,24/5/2022,7204.48
835,556,23/10/2022,302.76
836,794,15/10/2022,4833.66
837,414,11/7/2021,1209.44
838,822,2/7/2022,6097.33
839,434,5/9/2022,1832.92
840,289,30/3/2021,3631.61
841,96,7/5/2021,7393.68
842,738,19/8/2021,11435.9
843,71,27/11/2022,7335.97
844,918,23/2/2022,5104.33
845,579,18/4/2022,2745.24
846,548,27/4/2021,8616.08
847,205,16/8/2022,8729.96
848,7,10/9/2021,2562.74
849,947,12/9/2022,6082.46
850,819,8/6/2021,7755.9
851,333,9/8/2022,4074.02
852,561,16/5/2021,6203.07
853,65,5/6/2022,7502.54
854,367,8/7/2022,6102.29
855,525,14/12/2022,1958.55
856,573,19/10/2022,9668.58
857,914,14/6/2022,6832.48
858,934,16/6/2022,3174.18
859,111,13/9/2021,6121.08
860,835,5/3/2022,8117.8
861,955,10/11/2021,1767.02
862,409,10/8/2022,5717.32
863,853,29/9/2021,8015.41
864,568,21/1/2021,3725.8
865,956,20/12/2022,5860.7
866,217,9/3/2021,10454.1
867,622,22/1/2021,2546.09
868,919,7/12/2022,4461.83
869,298,22/8/2021,7741.04
870,308,10/5/2022,6211.93
871,961,6/10/2022,4236.62
872,831,6/3/2022,9048.14
873,349,16/10/2022,3910.23
874,319,11/4/2022,3133.61
875,411,6/8/2021,6743.82
876,631,31/3/2022,4806.64
